Date,Open,High,Low,Close,Adj Close,Volume
2013-04-12,1204.530029,1204.530029,1189.079956,1192.459961,1192.459961,0
2013-04-15,1191.260010,1193.540039,1177.729980,1185.109985,1185.109985,0
2013-04-16,1186.239990,1186.239990,1173.949951,1175.890015,1175.890015,0
2013-04-17,1172.099976,1180.959961,1154.130005,1157.609985,1157.609985,0
2013-04-18,1157.660034,1164.979980,1154.150024,1157.319946,1157.319946,0
2013-04-19,1158.400024,1169.280029,1158.219971,1163.719971,1163.719971,0
2013-04-22,1162.989990,1174.589966,1161.609985,1165.310059,1165.310059,0
2013-04-23,1165.270020,1194.150024,1164.739990,1193.979980,1193.979980,0
2013-04-24,1193.729980,1204.500000,1192.880005,1202.880005,1202.880005,0
2013-04-25,1198.410034,1214.290039,1198.410034,1212.560059,1212.560059,0
2013-04-26,1210.469971,1212.680054,1201.680054,1208.000000,1208.000000,0
2013-04-29,1204.069946,1215.829956,1204.069946,1215.699951,1215.699951,0
2013-04-30,1215.579956,1221.520020,1209.400024,1212.349976,1212.349976,0
2013-05-01,1211.660034,1215.829956,1211.660034,1214.260010,1214.260010,0
2013-05-02,1214.400024,1219.619995,1208.160034,1218.119995,1218.119995,0
2013-05-03,1214.819946,1233.949951,1214.819946,1231.109985,1231.109985,0
2013-05-06,1230.739990,1230.969971,1227.910034,1230.270020,1230.270020,0
2013-05-07,1229.900024,1237.160034,1229.680054,1233.920044,1233.920044,0
2013-05-08,1230.859985,1242.819946,1230.859985,1241.660034,1241.660034,0
2013-05-09,1243.599976,1243.599976,1237.839966,1241.780029,1241.780029,0
2013-05-10,1241.189941,1251.359985,1241.079956,1246.800049,1246.800049,0
2013-05-13,1243.630005,1249.250000,1240.569946,1243.420044,1243.420044,0
2013-05-14,1241.270020,1250.369995,1238.699951,1249.890015,1249.890015,0
2013-05-15,1250.089966,1259.760010,1248.089966,1258.959961,1258.959961,0
2013-05-16,1258.130005,1261.079956,1255.369995,1258.910034,1258.910034,0
2013-05-17,1262.040039,1263.530029,1253.260010,1262.180054,1262.180054,0
2013-05-20,1259.770020,1266.560059,1259.270020,1266.329956,1266.329956,0
2013-05-21,1266.109985,1267.560059,1258.079956,1267.349976,1267.349976,0
2013-05-22,1265.969971,1272.439941,1259.170044,1270.400024,1270.400024,0
2013-05-23,1272.869995,1272.869995,1237.270020,1243.589966,1243.589966,0
2013-05-24,1242.910034,1248.300049,1235.739990,1240.229980,1240.229980,0
2013-05-28,1244.800049,1265.869995,1244.619995,1260.949951,1260.949951,0
2013-05-29,1261.880005,1261.880005,1236.140015,1237.930054,1237.930054,0
2013-05-30,1236.640015,1244.810059,1234.959961,1241.310059,1241.310059,0
2013-05-31,1242.219971,1242.280029,1228.209961,1229.959961,1229.959961,0
2013-06-03,1230.459961,1233.250000,1215.099976,1220.619995,1220.619995,0
2013-06-04,1220.150024,1229.959961,1219.969971,1224.680054,1224.680054,0
2013-06-05,1224.939941,1225.209961,1205.829956,1206.030029,1206.030029,0
2013-06-06,1203.140015,1211.219971,1190.640015,1192.000000,1192.000000,0
2013-06-07,1190.880005,1210.329956,1186.800049,1207.040039,1207.040039,0
2013-06-10,1211.020020,1211.020020,1203.060059,1206.160034,1206.160034,0
2013-06-11,1205.780029,1206.050049,1181.270020,1192.349976,1192.349976,0
2013-06-12,1189.530029,1200.979980,1186.780029,1187.839966,1187.839966,0
2013-06-13,1185.979980,1188.310059,1167.459961,1187.290039,1187.290039,0
2013-06-14,1185.890015,1195.150024,1185.689941,1189.449951,1189.449951,0
2013-06-17,1189.540039,1205.010010,1189.270020,1197.939941,1197.939941,0
2013-06-18,1197.109985,1201.270020,1191.739990,1196.790039,1196.790039,0
2013-06-19,1197.050049,1199.839966,1189.770020,1193.390015,1193.390015,0
2013-06-20,1192.469971,1192.530029,1155.550049,1156.400024,1156.400024,0
2013-06-21,1154.520020,1169.439941,1144.300049,1144.750000,1144.750000,0
2013-06-24,1145.109985,1145.550049,1122.810059,1126.319946,1126.319946,0
2013-06-25,1121.569946,1144.939941,1121.569946,1142.310059,1142.310059,0
2013-06-26,1143.750000,1164.810059,1141.630005,1161.569946,1161.569946,0
2013-06-27,1160.609985,1175.140015,1158.189941,1170.319946,1170.319946,0
2013-06-28,1167.400024,1174.569946,1159.770020,1164.760010,1164.760010,0
2013-07-01,1163.290039,1179.859985,1161.630005,1176.380005,1176.380005,0
2013-07-02,1175.180054,1176.199951,1165.459961,1171.979980,1171.979980,0
2013-07-03,1175.640015,1175.640015,1153.189941,1163.550049,1163.550049,0
2013-07-05,1194.089966,1198.959961,1176.260010,1176.689941,1176.689941,0
2013-07-08,1177.150024,1196.949951,1175.760010,1192.890015,1192.890015,0
2013-07-09,1192.260010,1205.310059,1192.189941,1202.780029,1202.780029,0
2013-07-10,1201.040039,1206.520020,1196.099976,1203.199951,1203.199951,0
2013-07-11,1202.020020,1215.609985,1201.790039,1210.260010,1210.260010,0
2013-07-12,1210.500000,1217.109985,1208.329956,1208.829956,1208.829956,0
2013-07-15,1208.739990,1218.050049,1207.780029,1213.729980,1213.729980,0
2013-07-16,1210.250000,1215.750000,1204.619995,1205.130005,1205.130005,0
2013-07-17,1205.630005,1215.739990,1198.900024,1213.079956,1213.079956,0
2013-07-18,1212.209961,1225.650024,1208.699951,1223.910034,1223.910034,0
2013-07-19,1218.640015,1224.530029,1217.229980,1223.900024,1223.900024,0
2013-07-22,1223.290039,1228.219971,1221.479980,1225.530029,1225.530029,0
2013-07-23,1226.140015,1231.660034,1222.099976,1222.439941,1222.439941,0
2013-07-24,1223.280029,1234.969971,1222.260010,1230.400024,1230.400024,0
2013-07-25,1231.229980,1231.229980,1215.939941,1224.199951,1224.199951,0
2013-07-26,1220.060059,1232.290039,1217.349976,1220.260010,1220.260010,0
2013-07-29,1220.859985,1229.099976,1219.349976,1220.969971,1220.969971,0
2013-07-30,1220.410034,1227.650024,1219.459961,1221.500000,1221.500000,0
2013-07-31,1220.969971,1227.969971,1216.739990,1223.650024,1223.650024,0
2013-08-01,1227.390015,1238.619995,1223.489990,1237.619995,1237.619995,0
2013-08-02,1237.810059,1242.729980,1235.650024,1241.500000,1241.500000,0
2013-08-05,1240.699951,1248.319946,1239.030029,1242.839966,1242.839966,0
2013-08-06,1242.969971,1247.530029,1232.339966,1237.660034,1237.660034,0
2013-08-07,1236.449951,1237.760010,1228.229980,1234.609985,1234.609985,0
2013-08-08,1232.989990,1242.290039,1232.989990,1240.030029,1240.030029,0
2013-08-09,1240.959961,1250.599976,1238.849976,1247.489990,1247.489990,0
2013-08-12,1249.270020,1250.540039,1240.589966,1247.979980,1247.979980,0
2013-08-13,1248.400024,1256.219971,1247.640015,1255.319946,1255.319946,0
2013-08-14,1254.040039,1261.349976,1252.010010,1259.130005,1259.130005,0
2013-08-15,1256.189941,1258.239990,1239.810059,1246.390015,1246.390015,0
2013-08-16,1240.260010,1250.989990,1240.260010,1250.790039,1250.790039,0
2013-08-19,1250.739990,1251.099976,1241.849976,1243.079956,1243.079956,0
2013-08-20,1244.250000,1244.250000,1225.550049,1232.939941,1232.939941,0
2013-08-21,1234.550049,1235.030029,1225.670044,1226.109985,1226.109985,0
2013-08-22,1224.979980,1242.119995,1224.839966,1237.839966,1237.839966,0
2013-08-23,1239.229980,1245.500000,1233.239990,1242.859985,1242.859985,0
2013-08-26,1244.300049,1244.300049,1238.180054,1242.189941,1242.189941,0
2013-08-27,1242.060059,1242.250000,1220.020020,1220.209961,1220.209961,0
2013-08-28,1220.479980,1220.479980,1208.170044,1216.510010,1216.510010,0
2013-08-29,1221.689941,1227.349976,1217.729980,1225.079956,1225.079956,0
2013-08-30,1224.339966,1228.180054,1212.770020,1213.250000,1213.250000,0
2013-09-03,1237.260010,1239.689941,1227.229980,1231.489990,1231.489990,0
2013-09-04,1230.510010,1235.380005,1223.260010,1233.520020,1233.520020,0
2013-09-05,1237.219971,1243.329956,1229.750000,1243.079956,1243.079956,0
2013-09-06,1242.189941,1251.800049,1236.199951,1248.800049,1248.800049,0
2013-09-09,1247.520020,1249.599976,1242.849976,1247.430054,1247.430054,0
2013-09-10,1247.380005,1264.910034,1246.160034,1264.079956,1264.079956,0
2013-09-11,1264.750000,1268.439941,1262.680054,1268.050049,1268.050049,0
2013-09-12,1268.349976,1270.510010,1263.300049,1267.640015,1267.640015,0
2013-09-13,1270.790039,1270.790039,1263.209961,1270.260010,1270.260010,0
2013-09-16,1270.060059,1282.800049,1269.920044,1278.760010,1278.760010,0
2013-09-17,1278.849976,1278.849976,1271.760010,1272.650024,1272.650024,0
2013-09-18,1272.219971,1279.859985,1272.219971,1278.209961,1278.209961,0
2013-09-19,1260.920044,1294.829956,1260.920044,1285.989990,1285.989990,0
2013-09-20,1285.750000,1288.040039,1282.640015,1283.160034,1283.160034,0
2013-09-23,1282.359985,1285.680054,1273.560059,1276.510010,1276.510010,0
2013-09-24,1275.750000,1280.349976,1275.219971,1279.260010,1279.260010,0
2013-09-25,1280.920044,1280.920044,1272.130005,1277.569946,1277.569946,0
2013-09-26,1278.750000,1281.459961,1273.050049,1278.280029,1278.280029,0
2013-09-27,1280.290039,1282.750000,1269.800049,1275.229980,1275.229980,0
2013-09-30,1279.819946,1279.819946,1261.729980,1267.079956,1267.079956,0
2013-10-01,1267.930054,1276.849976,1267.520020,1276.520020,1276.520020,0
2013-10-02,1277.849976,1277.849976,1262.699951,1267.790039,1267.790039,0
2013-10-03,1267.380005,1271.930054,1261.930054,1262.800049,1262.800049,0
2013-10-04,1264.520020,1267.630005,1258.260010,1264.560059,1264.560059,0
2013-10-07,1265.680054,1265.680054,1251.380005,1262.050049,1262.050049,0
2013-10-08,1262.099976,1262.959961,1251.719971,1252.219971,1252.219971,0
2013-10-09,1255.359985,1255.359985,1242.170044,1245.310059,1245.310059,0
2013-10-10,1246.229980,1268.010010,1245.339966,1266.599976,1266.599976,0
2013-10-11,1266.959961,1272.829956,1266.800049,1272.050049,1272.050049,0
2013-10-14,1272.699951,1274.170044,1266.949951,1273.920044,1273.920044,0
2013-10-15,1275.140015,1286.500000,1273.550049,1285.359985,1285.359985,0
2013-10-16,1284.949951,1289.760010,1278.239990,1287.609985,1287.609985,0
2013-10-17,1287.790039,1290.550049,1280.160034,1290.349976,1290.349976,0
2013-10-18,1287.949951,1300.170044,1287.949951,1299.910034,1299.910034,0
2013-10-21,1299.719971,1304.270020,1298.640015,1303.670044,1303.670044,0
2013-10-22,1302.709961,1314.329956,1301.760010,1310.329956,1310.329956,0
2013-10-23,1310.719971,1310.719971,1299.410034,1301.719971,1301.719971,0
2013-10-24,1298.939941,1308.400024,1298.939941,1308.099976,1308.099976,0
2013-10-25,1307.910034,1309.989990,1303.180054,1306.630005,1306.630005,0
2013-10-28,1307.060059,1310.910034,1301.060059,1304.729980,1304.729980,0
2013-10-29,1303.640015,1310.880005,1302.109985,1310.380005,1310.380005,0
2013-10-30,1310.760010,1319.400024,1306.910034,1309.709961,1309.709961,0
2013-10-31,1310.319946,1316.010010,1306.500000,1315.310059,1315.310059,0
2013-11-01,1315.160034,1318.170044,1310.439941,1312.369995,1312.369995,0
2013-11-04,1311.979980,1319.810059,1311.979980,1316.160034,1316.160034,0
2013-11-05,1318.260010,1319.979980,1308.239990,1314.459961,1314.459961,0
2013-11-06,1310.900024,1323.170044,1310.900024,1319.359985,1319.359985,0
2013-11-07,1319.949951,1339.900024,1315.719971,1319.760010,1319.760010,0
2013-11-08,1317.400024,1319.680054,1304.619995,1317.349976,1317.349976,0
2013-11-11,1315.520020,1322.800049,1315.520020,1321.030029,1321.030029,0
2013-11-12,1321.959961,1321.959961,1310.910034,1312.989990,1312.989990,0
2013-11-13,1312.650024,1312.650024,1297.930054,1305.130005,1305.130005,0
2013-11-14,1305.130005,1317.619995,1304.729980,1316.000000,1316.000000,0
2013-11-15,1317.119995,1320.760010,1314.459961,1319.589966,1319.589966,0
2013-11-18,1317.829956,1329.319946,1315.589966,1326.579956,1326.579956,0
2013-11-19,1326.670044,1326.729980,1315.849976,1317.540039,1317.540039,0
2013-11-20,1317.239990,1324.069946,1312.290039,1318.969971,1318.969971,0
2013-11-21,1318.130005,1319.689941,1309.339966,1317.260010,1317.260010,0
2013-11-22,1315.640015,1325.310059,1315.260010,1318.560059,1318.560059,0
2013-11-25,1319.189941,1327.250000,1318.579956,1324.280029,1324.280029,0
2013-11-26,1323.550049,1324.510010,1315.829956,1316.170044,1316.170044,0
2013-11-27,1313.599976,1325.130005,1313.599976,1322.739990,1322.739990,0
2013-11-29,1326.760010,1330.040039,1325.260010,1327.020020,1327.020020,0
2013-12-02,1328.560059,1330.670044,1322.670044,1322.829956,1322.829956,0
2013-12-03,1323.310059,1323.439941,1301.880005,1302.219971,1302.219971,0
2013-12-04,1305.380005,1305.380005,1288.040039,1295.079956,1295.079956,0
2013-12-05,1289.040039,1298.189941,1282.260010,1282.829956,1282.829956,0
2013-12-06,1282.949951,1293.790039,1279.739990,1290.969971,1290.969971,0
2013-12-09,1291.430054,1294.959961,1288.959961,1294.219971,1294.219971,0
2013-12-10,1294.550049,1296.500000,1283.390015,1283.859985,1283.859985,0
2013-12-11,1284.150024,1288.900024,1277.040039,1277.530029,1277.530029,0
2013-12-12,1277.390015,1277.540039,1264.380005,1264.660034,1264.660034,0
2013-12-13,1264.660034,1268.410034,1261.069946,1263.459961,1263.459961,0
2013-12-16,1260.290039,1281.319946,1260.290039,1279.119995,1279.119995,0
2013-12-17,1278.890015,1278.920044,1268.339966,1268.869995,1268.869995,0
2013-12-18,1266.839966,1281.550049,1266.839966,1279.650024,1279.650024,0
2013-12-19,1286.660034,1301.800049,1281.569946,1297.780029,1297.780029,0
2013-12-20,1307.030029,1310.729980,1303.170044,1309.319946,1309.319946,0
2013-12-23,1308.079956,1319.079956,1308.079956,1318.760010,1318.760010,0
2013-12-24,1318.959961,1322.500000,1318.670044,1321.780029,1321.780029,0
2013-12-26,null,null,null,null,null,null
2013-12-27,1313.280029,1337.079956,1313.280029,1336.780029,1336.780029,0
2013-12-30,1337.219971,1339.569946,1331.280029,1333.680054,1333.680054,0
2013-12-31,1336.479980,1338.849976,1334.650024,1338.510010,1338.510010,0
2014-01-02,1343.630005,1343.630005,1327.040039,1327.359985,1327.359985,0
2014-01-03,1328.479980,1336.810059,1325.900024,1334.760010,1334.760010,0
2014-01-06,1337.069946,1337.069946,1330.040039,1332.229980,1332.229980,0
2014-01-07,1332.050049,1344.069946,1330.650024,1342.540039,1342.540039,0
2014-01-08,1342.189941,1344.540039,1339.589966,1343.949951,1343.949951,0
2014-01-09,1342.619995,1348.810059,1335.339966,1337.680054,1337.680054,0
2014-01-10,1337.520020,1351.229980,1337.469971,1344.069946,1344.069946,0
2014-01-13,1343.180054,1349.020020,1343.180054,1347.569946,1347.569946,0
2014-01-14,1347.339966,1350.189941,1333.660034,1349.579956,1349.579956,0
2014-01-15,1353.390015,1364.790039,1349.099976,1364.459961,1364.459961,0
2014-01-16,1363.810059,1364.199951,1360.550049,1361.959961,1361.959961,0
2014-01-17,1362.510010,1370.550049,1360.770020,1369.160034,1369.160034,0
2014-01-21,1369.020020,1377.339966,1366.969971,1369.079956,1369.079956,0
2014-01-22,1370.239990,1375.449951,1366.349976,1371.089966,1371.089966,0
2014-01-23,1368.619995,1373.369995,1353.839966,1356.479980,1356.479980,0
2014-01-24,1355.439941,1359.900024,1323.109985,1324.369995,1324.369995,0
2014-01-27,1324.819946,1325.189941,1310.959961,1313.739990,1313.739990,0
2014-01-28,1314.560059,1324.589966,1314.410034,1321.430054,1321.430054,0
2014-01-29,1321.180054,1336.459961,1300.640015,1313.369995,1313.369995,0
2014-01-30,1317.030029,1322.020020,1304.369995,1317.810059,1317.810059,0
2014-01-31,1318.050049,1318.479980,1295.680054,1314.199951,1314.199951,0
2014-02-03,1316.400024,1320.040039,1295.099976,1295.760010,1295.760010,0
2014-02-04,1295.329956,1298.329956,1285.969971,1293.579956,1293.579956,0
2014-02-05,1293.150024,1300.109985,1289.579956,1295.880005,1295.880005,0
2014-02-06,1295.819946,1317.130005,1295.810059,1314.630005,1314.630005,0
2014-02-07,1315.890015,1326.030029,1313.689941,1324.160034,1324.160034,0
2014-02-10,1323.599976,1328.000000,1322.089966,1325.489990,1325.489990,0
2014-02-11,1323.640015,1342.920044,1323.640015,1342.650024,1342.650024,0
2014-02-12,1344.180054,1356.939941,1342.439941,1352.079956,1352.079956,0
2014-02-13,1348.560059,1352.390015,1339.250000,1350.609985,1350.609985,0
2014-02-14,1347.410034,1358.530029,1347.410034,1357.979980,1357.979980,0
2014-02-18,1361.459961,1364.219971,1353.530029,1362.930054,1362.930054,0
2014-02-19,1362.680054,1366.479980,1355.020020,1364.459961,1364.459961,0
2014-02-20,1364.430054,1365.199951,1349.829956,1364.290039,1364.290039,0
2014-02-21,1362.250000,1370.969971,1362.250000,1368.930054,1368.930054,0
2014-02-24,1367.339966,1378.469971,1362.660034,1377.790039,1377.790039,0
2014-02-25,1378.630005,1379.400024,1370.079956,1377.969971,1377.969971,0
2014-02-26,1378.329956,1378.869995,1370.380005,1375.619995,1375.619995,0
2014-02-27,1375.260010,1376.910034,1361.250000,1372.260010,1372.260010,0
2014-02-28,1372.660034,1377.010010,1365.699951,1375.569946,1375.569946,0
2014-03-03,1378.469971,1378.469971,1344.170044,1344.670044,1344.670044,0
2014-03-04,1345.459961,1372.859985,1343.819946,1372.510010,1372.510010,0
2014-03-05,1372.459961,1375.030029,1368.650024,1371.979980,1371.979980,0
2014-03-06,1371.880005,1379.280029,1371.050049,1372.770020,1372.770020,0
2014-03-07,1370.349976,1373.729980,1354.339966,1354.949951,1354.949951,0
2014-03-10,1354.239990,1362.140015,1343.479980,1349.109985,1349.109985,0
2014-03-11,1351.689941,1357.109985,1346.500000,1349.270020,1349.270020,0
2014-03-12,1350.439941,1350.439941,1328.479980,1334.969971,1334.969971,0
2014-03-13,1331.619995,1337.839966,1320.260010,1320.920044,1320.920044,0
2014-03-14,1323.869995,1323.869995,1302.920044,1311.329956,1311.329956,0
2014-03-17,1314.209961,1327.099976,1311.560059,1325.109985,1325.109985,0
2014-03-18,1325.920044,1340.500000,1317.699951,1333.859985,1333.859985,0
2014-03-19,1332.660034,1337.770020,1330.520020,1332.359985,1332.359985,0
2014-03-20,1339.729980,1339.729980,1319.520020,1333.170044,1333.170044,0
2014-03-21,1335.109985,1339.260010,1331.020020,1334.199951,1334.199951,0
2014-03-24,1334.150024,1334.930054,1317.849976,1320.410034,1320.410034,0
2014-03-25,1315.780029,1339.430054,1315.780029,1337.239990,1337.239990,0
2014-03-26,1336.069946,1351.209961,1336.069946,1346.229980,1346.229980,0
2014-03-27,1347.589966,1349.900024,1340.849976,1348.630005,1348.630005,0
2014-03-28,1348.189941,1359.780029,1348.189941,1359.329956,1359.329956,0
2014-03-31,1358.930054,1368.390015,1358.930054,1361.410034,1361.410034,0
2014-04-01,1361.650024,1371.969971,1361.520020,1369.010010,1369.010010,0
2014-04-02,1367.869995,1373.510010,1367.869995,1371.469971,1371.469971,0
2014-04-03,1370.719971,1378.359985,1366.119995,1373.410034,1373.410034,0
2014-04-04,1373.760010,1384.400024,1373.619995,1381.290039,1381.290039,0
2014-04-07,1380.829956,1380.920044,1363.819946,1364.650024,1364.650024,0
2014-04-08,1364.849976,1368.209961,1352.589966,1361.500000,1361.500000,0
2014-04-09,1362.829956,1370.949951,1361.619995,1366.689941,1366.689941,0
2014-04-10,1366.689941,1374.119995,1358.180054,1359.199951,1359.199951,0
2014-04-11,1358.989990,1359.079956,1334.020020,1341.189941,1341.189941,0
2014-04-14,1346.520020,1347.660034,1329.599976,1347.500000,1347.500000,0
2014-04-15,1346.140015,1349.530029,1334.290039,1334.959961,1334.959961,0
2014-04-16,1333.079956,1351.449951,1333.079956,1350.780029,1350.780029,0
2014-04-17,1348.920044,1358.079956,1345.939941,1357.750000,1357.750000,0
2014-04-21,null,null,null,null,null,null
2014-04-22,1358.479980,1377.739990,1358.300049,1375.959961,1375.959961,0
2014-04-23,1374.760010,1375.449951,1367.199951,1368.510010,1368.510010,0
2014-04-24,1366.979980,1379.410034,1361.410034,1372.619995,1372.619995,0
2014-04-25,1372.170044,1372.739990,1358.040039,1362.219971,1362.219971,0
2014-04-28,1363.250000,1371.310059,1362.410034,1365.849976,1365.849976,0
2014-04-29,1365.189941,1382.439941,1365.140015,1382.280029,1382.280029,0
2014-04-30,1381.979980,1384.969971,1378.160034,1382.180054,1382.180054,0
2014-05-01,1381.760010,1384.579956,1381.109985,1384.479980,1384.479980,0
2014-05-02,1385.130005,1389.510010,1377.839966,1380.630005,1380.630005,0
2014-05-05,1379.189941,1380.670044,1368.310059,1377.560059,1377.560059,0
2014-05-06,1377.560059,1382.170044,1370.770020,1373.489990,1373.489990,0
2014-05-07,1373.829956,1377.089966,1367.800049,1374.560059,1374.560059,0
2014-05-08,1374.209961,1389.150024,1372.109985,1388.859985,1388.859985,0
2014-05-09,1392.520020,1392.520020,1381.010010,1385.189941,1385.189941,0
2014-05-12,1383.989990,1395.709961,1383.989990,1394.560059,1394.560059,0
2014-05-13,1394.550049,1399.500000,1393.900024,1398.790039,1398.790039,0
2014-05-14,1399.130005,1399.689941,1394.680054,1398.369995,1398.369995,0
2014-05-15,1398.000000,1403.180054,1384.969971,1387.250000,1387.250000,0
2014-05-16,1387.010010,1390.900024,1380.439941,1390.819946,1390.819946,0
2014-05-19,1390.459961,1390.459961,1377.680054,1388.459961,1388.459961,0
2014-05-20,1390.329956,1391.500000,1384.380005,1386.520020,1386.520020,0
2014-05-21,1385.859985,1395.270020,1379.599976,1394.869995,1394.869995,0
2014-05-22,1392.979980,1399.410034,1391.989990,1396.839966,1396.839966,0
2014-05-23,1397.290039,1400.390015,1392.650024,1399.239990,1399.239990,0
2014-05-27,1406.839966,1411.660034,1406.599976,1409.949951,1409.949951,0
2014-05-28,1408.969971,1409.780029,1405.489990,1409.040039,1409.040039,0
2014-05-29,1409.520020,1411.079956,1407.900024,1410.130005,1410.130005,0
2014-05-30,1409.880005,1411.650024,1406.520020,1408.109985,1408.109985,0
2014-06-02,1408.069946,1413.300049,1407.660034,1411.189941,1411.189941,0
2014-06-03,1411.349976,1411.349976,1402.910034,1405.550049,1405.550049,0
2014-06-04,1407.000000,1407.000000,1399.729980,1405.060059,1405.060059,0
2014-06-05,1405.760010,1421.890015,1402.079956,1410.939941,1410.939941,0
2014-06-06,1407.380005,1420.329956,1407.380005,1419.689941,1419.689941,0
2014-06-09,1419.640015,1425.670044,1419.640015,1425.520020,1425.520020,0
2014-06-10,1424.939941,1430.380005,1422.949951,1430.099976,1430.099976,0
2014-06-11,1430.260010,1430.849976,1420.229980,1422.810059,1422.810059,0
2014-06-12,1421.280029,1427.530029,1420.599976,1423.010010,1423.010010,0
2014-06-13,1421.650024,1426.300049,1411.930054,1420.869995,1420.869995,0
2014-06-16,1418.089966,1421.359985,1413.709961,1414.979980,1414.979980,0
2014-06-17,1416.329956,1421.430054,1413.140015,1419.459961,1419.459961,0
2014-06-18,1419.189941,1424.170044,1418.290039,1418.920044,1418.920044,0
2014-06-19,1412.719971,1430.699951,1412.719971,1426.800049,1426.800049,0
2014-06-20,1426.849976,1430.900024,1424.930054,1426.310059,1426.310059,0
2014-06-23,1423.849976,1426.969971,1416.329956,1419.630005,1419.630005,0
2014-06-24,1417.750000,1423.979980,1414.160034,1417.400024,1417.400024,0
2014-06-25,1414.270020,1416.239990,1398.130005,1402.109985,1402.109985,0
2014-06-26,1401.959961,1405.810059,1394.810059,1400.619995,1400.619995,0
2014-06-27,1400.239990,1405.010010,1398.410034,1401.670044,1401.670044,0
2014-06-30,1400.390015,1406.819946,1396.349976,1400.880005,1400.880005,0
2014-07-01,1401.150024,1413.790039,1400.920044,1413.599976,1413.599976,0
2014-07-02,1413.859985,1420.060059,1413.619995,1416.250000,1416.250000,0
2014-07-03,1416.150024,1430.119995,1415.390015,1429.969971,1429.969971,0
2014-07-07,1427.930054,1427.930054,1412.589966,1412.939941,1412.939941,0
2014-07-08,1413.300049,1415.359985,1393.869995,1394.089966,1394.089966,0
2014-07-09,1393.739990,1396.800049,1388.790039,1394.329956,1394.329956,0
2014-07-10,1394.380005,1394.420044,1372.459961,1379.989990,1379.989990,0
2014-07-11,1379.589966,1386.410034,1376.650024,1382.209961,1382.209961,0
2014-07-14,1380.939941,1395.739990,1380.939941,1393.520020,1393.520020,0
2014-07-15,1394.439941,1396.390015,1387.939941,1388.489990,1388.489990,0
2014-07-16,1390.030029,1408.060059,1388.449951,1407.199951,1407.199951,0
2014-07-17,1407.510010,1407.510010,1392.319946,1393.329956,1393.329956,0
2014-07-18,1393.890015,1393.930054,1383.170044,1393.359985,1393.359985,0
2014-07-21,1390.680054,1393.910034,1383.949951,1386.479980,1386.479980,0
2014-07-22,1386.849976,1405.560059,1386.770020,1405.030029,1405.030029,0
2014-07-23,1405.500000,1411.119995,1401.510010,1406.469971,1406.469971,0
2014-07-24,1407.089966,1414.449951,1401.699951,1413.010010,1413.010010,0
2014-07-25,1413.099976,1414.500000,1400.189941,1402.729980,1402.729980,0
2014-07-28,1402.469971,1406.359985,1393.689941,1400.260010,1400.260010,0
2014-07-29,1401.310059,1409.520020,1398.170044,1404.199951,1404.199951,0
2014-07-30,1404.250000,1408.369995,1394.229980,1396.920044,1396.920044,0
2014-07-31,1396.619995,1400.229980,1377.069946,1379.579956,1379.579956,0
2014-08-01,1380.040039,1380.040039,1358.959961,1362.239990,1362.239990,0
2014-08-04,1362.630005,1367.500000,1357.540039,1360.050049,1360.050049,0
2014-08-05,1359.489990,1370.760010,1359.489990,1364.439941,1364.439941,0
